ELECCION,nombres_candidato,apellido_paterno_candidato,apellido_materno_candidato,ESTADO,Observada
DIPUTADO,DANIELA ANDREA,SERRANO,SALAZAR,APROBADA,SI
DIPUTADO,CRISTINA,FEMENIAS,SALAS,APROBADA,SI
DIPUTADO,JAVIER ESTEBAN,ALVARADO,VALDES,APROBADA,SI
DIPUTADO,JACQUELINE ALEJANDRA,COZZA,VIOT,APROBADA,SI
DIPUTADO,ROCIO,MIRANDA,CASTILLO,APROBADA,NO
DIPUTADO,FRANCISCO JAVIER ANTONIO,PEREZ,VILLEGAS,APROBADA,SI
DIPUTADO,FRANCISCO DANIEL,GALLARDO,CORTES,APROBADA,NO
DIPUTADO,NATALIA ARACELY,NAHUELMAN,ESPARZA,APROBADA,SI
DIPUTADO,MARIA FERNANDA,OLGUIN,LUENGO,APROBADA,SI
DIPUTADO,CHRISTOPHER RODOLFO,VERGARA,GARCIA,APROBADA,SI
DIPUTADO,YESEBEL,CASTILLO,PANIAGUA,APROBADA,SI
DIPUTADO,NIKOS SUED,ORTEGA,CARDENAS,APROBADA,NO
DIPUTADO,JAVIERA CRISTINA,CALVO,RIFO,APROBADA,SI
DIPUTADO,IRENE VALENTINA,ESPINOZA,TAPIA,APROBADA,SI
DIPUTADO,BARBARA,ARANIBA,VARGAS,APROBADA,NO
DIPUTADO,DRAZEN ANDRE,MARKUSOVIC,CACERES,APROBADA,SI
DIPUTADO,CHIARA,BARCHIESI,CHAVEZ,APROBADA,SI
DIPUTADO,PALOMA CAMILA MARGOTT,TAPIA,BARRIOS,APROBADA,NO
DIPUTADO,CESAR,CASTILLO,MALDONADO,APROBADA,SI
DIPUTADO,EMILIA,SCHNEIDER,VIDELA,APROBADA,SI
DIPUTADO,GABRIELA,CARRERA,VALDES,APROBADA,SI
DIPUTADO,LLACOLEN,MILLAQUIR,PEÑA,APROBADA,SI
DIPUTADO,YAMILA DE LOURDES,MARTINEZ,URRUTIA,APROBADA,NO
DIPUTADO,GISELLA DANITZA,CORTES,GUZMAN,APROBADA,NO
DIPUTADO,MARIA VALENTINA,COFRE,REYES,APROBADA,SI
DIPUTADO,CHRISTOPHER ANTTONIO,OLIVARES,OLIVARES,APROBADA,NO
DIPUTADO,NATALY JAVIERA,OYARZO,CARDENAS,APROBADA,SI
DIPUTADO,IVANNA ALEXANDRA,BUSTAMANTE,RIVEROS,APROBADA,SI
DIPUTADO,ALONDRA CATERINA LIBERTAD,ARELLANO,HERNANDEZ,APROBADA,SI
DIPUTADO,MACARENA FABIOLA,BECKER,GONZALEZ,APROBADA,SI
DIPUTADO,CONSTANZA,GONZALEZ,GONZALEZ,APROBADA,SI
DIPUTADO,MARIA PAZ,ROJAS,ORREGO,APROBADA,SI
DIPUTADO,LINDSEY MARISOL,PAVEZ,TAPIA,APROBADA,SI
DIPUTADO,YURI ERNESTO,PEÑA,JIMENEZ,APROBADA,SI
DIPUTADO,DAMARIS SOLANGE,JARA,NAVARRO,APROBADA,SI
DIPUTADO,DANIEL,MANOUCHEHRI MOGHADAM KASHAN,LOBOS,APROBADA,SI
DIPUTADO,TOMAS ALEJANDRO,JIMENEZ,BURNAS,APROBADA,SI
DIPUTADO,VICENTE ANDRES,ROJAS,ARANCIBIA,APROBADA,SI
DIPUTADO,LYAM ANDRES,RIVEROS,DIAZ,APROBADA,NO
DIPUTADO,DANIEL,LEIVA,CORONEL,APROBADA,SI
DIPUTADO,NICOLAS RINGLER,ARANEDA,MORENO,APROBADA,SI
DIPUTADO,RODRIGO ANDRES,LOPEZ,JARA,APROBADA,SI
DIPUTADO,IGNACIA IRUNE,ABARZUA,RAMIREZ,APROBADA,NO
DIPUTADO,ISIDRO ALFONSO,CONSTANZO,SAEZ,APROBADA,NO
DIPUTADO,JOSEFA MICHELLE,JIMENEZ,AROS,APROBADA,NO
DIPUTADO,DANIEL ANDRES,VARGAS,DOWNING,APROBADA,SI
DIPUTADO,LUZ JANETH,ESPINAL,MORENO,APROBADA,SI
DIPUTADO,JUANA ESTEFANIA,LINCOLAO,LINCHEO,APROBADA,SI
DIPUTADO,MACARENA ALEJANDRA,PIZARRO,VILLARROEL,APROBADA,NO
DIPUTADO,ANTONIO IGNACIO,SAAVEDRA,GUTIERREZ,APROBADA,SI
DIPUTADO,MARIANELA PAOLA,MOLINA,MANSILLA,APROBADA,SI
DIPUTADO,JULIO FRANCISCO,ÑANCO,ANTILEF,APROBADA,SI
DIPUTADO,NINOSKA DEL PILAR,GALLARDO,PERALTA,APROBADA,SI
